,player,team,age,pts_per_poss,fgm,fga,fgpct,three_pm,three_pa,three_ppct,ftm,fta,ftpct,oreb,dreb,reb,ast,tov,stl,blk,pf,fp,ddtwo_,tdthree_,plus_minus,fgm_less_than_5ft,fga_less_than_5ft,fgpct_less_than_5ft,fgm_5minus9_ft,fga_5minus9_ft,fgpct_5minus9_ft,fgm_10minus14_ft,fga_10minus14_ft,fgpct_10minus14_ft,fgm_15minus19_ft,fga_15minus19_ft,fgpct_15minus19_ft,fgm_two_0minustwo_4_ft,fga_two_0minustwo_4_ft,fgpct_two_0minustwo_4_ft,fgm_two_5minustwo_9_ft,fga_two_5minustwo_9_ft,fgpct_two_5minustwo_9_ft,pts,touches,front_ct_touches,time_of_poss,avg_sec_per_touch,avg_drib_per_touch,pts_per_touch,elbow_touches,post_ups,paint_touches,pts_per_elbow_touch,pts_per_post_touch,pts_per_paint_touch
282,marcus smart,BOS,29,0.17,0.06,0.145,41.4,0.028,0.083,33.7,0.022,0.028,75.7,0.011,0.035,0.046,0.094,0.035,0.023,0.006,0.042,0.417,6,0,0.06,1.3,2.1,60.3,0.6,1.3,46.7,0.2,0.5,38.7,0.1,0.2,50.0,0.6,1.8,30.8,1.3,3.9,34.6,11.4,59.5,25.4,4.0,4.08,3.35,0.192,0.4,1.1,1.1,0.308,0.4,0.5
283,jeff green,DEN,36,0.192,0.071,0.145,49.2,0.012,0.043,28.9,0.037,0.05,74.0,0.017,0.047,0.064,0.029,0.021,0.009,0.007,0.045,0.338,0,0,-0.099,1.8,2.7,66.7,0.3,0.8,42.9,0.2,0.4,42.1,0.1,0.2,41.7,0.3,0.9,35.4,0.2,0.8,20.0,7.7,25.7,17.2,0.8,1.93,0.84,0.3,1.2,1.2,1.9,0.574,0.484,0.97
284,ryan rollins,GSW,20,0.167,0.051,0.145,35.0,0.022,0.065,33.3,0.043,0.043,100.0,0.022,0.065,0.087,0.043,0.116,0.007,0.007,0.072,0.264,0,0,-0.341,0.3,0.9,37.5,0.1,0.2,50.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.5,20.0,0.2,0.4,50.0,1.9,11.6,5.7,0.7,3.78,3.19,0.165,0.1,0.0,0.4,0.0,0.0,0.4
285,jordan goodwin,WAS,24,0.169,0.065,0.145,45.1,0.016,0.048,33.0,0.023,0.03,76.2,0.026,0.062,0.088,0.068,0.023,0.025,0.011,0.042,0.461,0,0,-0.049,0.9,1.5,60.9,0.3,0.9,39.6,0.3,0.6,51.5,0.2,0.6,36.7,0.4,0.7,50.0,0.3,1.1,27.4,6.0,35.0,14.2,2.4,4.19,3.81,0.172,0.3,0.0,1.0,0.368,2.0,0.672
286,luka samanic,UTA,23,0.163,0.048,0.144,33.3,0.019,0.087,22.2,0.048,0.058,83.3,0.0,0.125,0.125,0.048,0.048,0.019,0.019,0.077,0.453,0,0,0.029,0.3,1.0,33.3,0.7,0.7,100,0.0,0.0,0.0,0.0,0.3,0.0,0.7,2.0,33.3,0.0,1.0,0.0,6.5,31.5,17.0,0.8,1.58,0.78,0.206,1.0,1.0,0.5,1.0,0.0,0.0
287,taurean prince,MIN,29,0.188,0.068,0.144,46.8,0.028,0.074,38.0,0.024,0.029,85.5,0.005,0.045,0.051,0.034,0.028,0.011,0.006,0.048,0.323,0,0,-0.017,1.2,1.9,62.6,0.3,0.7,42.9,0.2,0.3,71.4,0.2,0.4,44.4,0.9,2.1,40.7,0.5,1.4,33.8,8.9,28.5,19.2,1.0,2.04,1.04,0.313,0.2,0.0,0.6,0.364,2.0,1.172
288,mike conley,MIN,35,0.184,0.06,0.144,42.0,0.031,0.082,37.8,0.032,0.038,83.8,0.008,0.036,0.044,0.108,0.025,0.018,0.003,0.033,0.437,6,0,0.009,0.7,1.3,54.1,0.5,1.3,37.5,0.5,1.0,49.2,0.1,0.1,44.4,0.8,2.0,43.2,1.3,3.4,36.9,11.6,69.7,28.0,5.9,5.04,4.62,0.167,0.3,0.0,0.4,0.444,0.0,0.444
289,andrew nembhard,IND,23,0.158,0.063,0.144,43.8,0.021,0.062,34.8,0.01,0.013,79.2,0.008,0.037,0.045,0.074,0.027,0.015,0.003,0.042,0.35,4,0,-0.055,1.2,1.8,66.4,0.5,1.0,46.6,0.4,1.2,34.5,0.2,0.6,37.2,0.5,1.4,35.0,0.8,2.2,36.1,9.2,47.1,23.2,2.8,3.61,3.26,0.195,0.4,0.1,0.6,0.483,0.0,0.556
290,jabari walker,POR,20,0.155,0.059,0.143,41.1,0.011,0.04,28.9,0.026,0.033,78.4,0.038,0.063,0.1,0.026,0.019,0.008,0.011,0.05,0.351,0,0,-0.058,0.9,1.6,53.6,0.1,0.4,22.2,0.0,0.2,12.5,0.1,0.2,50.0,0.0,0.3,12.5,0.2,0.6,37.9,3.4,11.9,6.8,0.4,1.8,0.75,0.281,0.6,0.1,1.5,0.781,0.667,0.805
291,isaiah jackson,IND,21,0.205,0.081,0.143,56.8,0.001,0.007,14.3,0.041,0.064,64.9,0.051,0.074,0.125,0.023,0.021,0.014,0.041,0.068,0.535,5,0,-0.058,2.5,3.9,62.9,0.2,0.5,31.0,0.1,0.2,30.0,0.1,0.1,87.5,0.0,0.1,16.7,0.0,0.2,11.1,7.1,22.2,14.3,0.5,1.36,0.41,0.321,1.9,0.4,5.3,0.564,0.714,0.949
292,chimezie metu,SAC,26,0.205,0.084,0.143,58.9,0.006,0.025,24.3,0.03,0.04,75.9,0.032,0.098,0.13,0.028,0.02,0.014,0.014,0.055,0.469,0,0,0.067,1.6,2.1,75.4,0.2,0.5,42.9,0.0,0.1,25.0,0.0,0.1,33.3,0.0,0.2,16.7,0.1,0.4,26.9,4.7,15.3,8.9,0.4,1.71,0.76,0.307,1.2,0.3,2.7,0.455,0.632,1.07
293,robert covington,LAC,32,0.177,0.063,0.142,44.0,0.033,0.085,38.8,0.019,0.025,75.0,0.018,0.082,0.099,0.035,0.019,0.023,0.02,0.054,0.459,0,0,-0.013,0.9,1.5,62.7,0.1,0.3,21.4,0.0,0.2,14.3,0.0,0.0,50.0,0.4,0.8,45.9,0.8,2.1,35.7,6.1,29.3,13.2,0.9,1.76,0.54,0.208,0.3,0.0,1.4,0.25,0.0,0.73
294,mamadi diakite,CLE,26,0.135,0.058,0.142,40.5,0.019,0.065,29.4,0.0,0.0,0.0,0.023,0.054,0.077,0.015,0.031,0.008,0.027,0.073,0.323,0,0,-0.054,0.4,0.5,70.0,0.2,0.3,50.0,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.6,22.2,0.2,0.4,37.5,1.8,9.3,5.2,0.3,1.67,0.4,0.188,0.7,0.0,1.1,0.143,0.0,0.476
295,mark williams,CHA,21,0.214,0.089,0.142,62.4,0.0,0.0,0.0,0.037,0.054,68.5,0.054,0.117,0.171,0.011,0.023,0.016,0.026,0.053,0.537,9,0,-0.046,3.0,4.4,69.4,0.4,1.1,39.0,0.1,0.2,33.3,0.1,0.1,50.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,21.0,11.8,0.5,1.49,0.4,0.403,1.8,1.1,5.8,0.657,0.674,1.134
296,keita bates diop,SAS,27,0.197,0.072,0.142,50.7,0.017,0.043,38.7,0.036,0.045,79.4,0.021,0.057,0.079,0.031,0.018,0.015,0.006,0.021,0.382,0,0,-0.087,2.2,3.3,66.8,0.3,1.0,29.0,0.1,0.3,33.3,0.0,0.0,0.0,0.4,1.1,32.4,0.4,0.9,44.8,9.0,25.4,16.2,0.9,2.16,1.25,0.355,0.8,0.6,2.3,0.54,0.474,1.056
297,montrezl harrell,PHI,29,0.215,0.085,0.142,59.8,0.0,0.002,0.0,0.045,0.065,69.0,0.047,0.061,0.107,0.023,0.023,0.012,0.019,0.056,0.448,0,0,0.0,1.8,2.8,64.4,0.3,0.6,56.3,0.0,0.1,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,16.8,11.0,0.5,1.86,0.82,0.321,1.3,1.1,3.3,0.563,0.679,0.943
298,mike muscala,BOS,31,0.179,0.061,0.142,43.2,0.039,0.102,38.6,0.017,0.022,78.0,0.016,0.079,0.096,0.024,0.011,0.008,0.012,0.049,0.38,0,0,0.1,0.3,0.5,69.0,0.1,0.2,36.4,0.1,0.3,38.9,0.1,0.2,57.1,0.4,1.1,39.7,0.8,2.2,39.1,5.6,25.5,12.6,0.5,1.13,0.26,0.221,0.5,0.1,1.3,0.563,0.286,0.733
299,damion lee,PHX,30,0.192,0.063,0.142,44.6,0.035,0.079,44.8,0.03,0.033,90.2,0.011,0.059,0.07,0.032,0.024,0.01,0.002,0.037,0.336,0,0,0.033,0.5,1.0,52.1,0.2,0.6,38.1,0.3,0.6,45.5,0.1,0.4,40.0,0.9,1.9,47.1,0.6,1.6,40.7,8.3,28.6,17.1,1.1,2.31,1.59,0.289,0.3,0.0,0.5,0.571,0.0,0.647
300,sam hauser,BOS,25,0.182,0.064,0.141,45.1,0.05,0.119,41.7,0.005,0.007,70.6,0.013,0.062,0.075,0.023,0.01,0.01,0.008,0.038,0.35,0,0,0.076,0.4,0.5,79.5,0.0,0.1,0.0,0.0,0.1,60.0,0.0,0.0,0.0,0.7,1.7,40.9,1.0,2.3,42.2,6.0,18.2,10.3,0.4,1.34,0.55,0.33,0.2,0.0,0.6,0.5,0.0,0.818
301,jaden mcdaniels,MIN,22,0.187,0.073,0.141,51.4,0.021,0.053,39.2,0.022,0.029,74.1,0.018,0.042,0.06,0.03,0.022,0.014,0.015,0.054,0.369,0,0,0.011,2.3,3.4,68.9,0.6,1.2,45.7,0.3,0.8,42.4,0.1,0.3,44.0,1.0,2.4,41.2,0.4,1.0,35.5,12.2,39.7,23.5,1.3,1.9,1.2,0.306,0.6,0.2,2.4,0.625,0.5,0.923
302,jeremiah robinson earl,OKC,22,0.168,0.064,0.14,45.5,0.021,0.063,33.3,0.02,0.024,82.5,0.042,0.061,0.103,0.024,0.011,0.014,0.007,0.039,0.379,1,0,-0.013,1.6,2.8,57.0,0.1,0.1,50.0,0.1,0.1,60.0,0.0,0.1,20.0,0.5,1.4,32.8,0.4,1.2,34.7,6.9,28.4,15.5,0.6,1.19,0.39,0.242,0.7,0.0,3.0,0.586,0.0,0.68
303,kyle lowry,MIA,37,0.176,0.056,0.14,40.0,0.03,0.089,34.0,0.034,0.039,85.6,0.012,0.052,0.064,0.079,0.029,0.016,0.006,0.041,0.409,2,1,0.006,0.9,1.6,55.3,0.2,0.5,42.3,0.4,0.7,52.8,0.2,0.4,42.9,0.6,1.4,43.2,1.3,4.3,30.8,11.4,71.2,32.9,4.2,3.53,2.58,0.16,0.3,0.1,1.0,0.125,0.0,0.38
304,jared butler,OKC,22,0.158,0.07,0.14,50.0,0.018,0.053,33.3,0.0,0.0,0.0,0.0,0.018,0.018,0.07,0.035,0.07,0.0,0.07,0.46,0,0,-0.298,0.7,1.0,66.7,0.3,0.7,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.7,50.0,3.0,14.3,5.0,1.1,4.45,4.21,0.209,0.0,0.0,0.0,0.0,0.0,0.0
305,jarrett allen,CLE,24,0.217,0.09,0.14,64.5,0.0,0.002,11.1,0.037,0.05,74.0,0.049,0.101,0.15,0.025,0.021,0.012,0.019,0.034,0.507,32,0,0.074,4.7,6.4,73.7,0.8,1.8,46.5,0.3,0.7,51.2,0.1,0.3,35.0,0.0,0.1,0.0,0.0,0.0,50.0,14.4,43.3,25.6,1.1,1.52,0.33,0.333,5.4,1.0,11.3,0.544,0.585,0.999
306,dalen terry,CHI,20,0.163,0.063,0.139,45.3,0.016,0.053,30.0,0.021,0.039,53.3,0.026,0.053,0.079,0.055,0.018,0.016,0.011,0.05,0.401,0,0,0.018,0.5,0.9,59.3,0.0,0.2,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,46.2,0.0,0.3,12.5,1.9,7.7,4.0,0.3,2.63,2.01,0.244,0.1,0.0,0.3,0.0,0.0,0.364
307,ty jerome,GSW,25,0.178,0.068,0.139,48.8,0.02,0.052,38.9,0.022,0.024,92.7,0.004,0.041,0.045,0.078,0.017,0.013,0.003,0.037,0.379,0,0,-0.052,0.8,1.2,66.7,0.5,1.0,46.5,0.5,1.0,52.3,0.1,0.2,37.5,0.3,0.8,39.4,0.5,1.3,39.3,7.0,40.1,17.8,2.8,4.18,3.74,0.175,0.3,0.0,0.3,0.429,0.0,0.933
308,harrison barnes,SAC,30,0.216,0.065,0.139,46.8,0.023,0.062,37.0,0.063,0.074,84.5,0.015,0.051,0.066,0.023,0.016,0.01,0.002,0.018,0.349,0,0,0.046,2.2,3.4,64.0,0.5,1.3,37.5,0.2,0.5,38.9,0.1,0.1,62.5,0.8,2.1,38.8,0.8,2.3,35.0,15.0,46.5,30.0,1.7,2.19,1.12,0.322,0.7,0.8,1.8,0.754,0.869,0.978
309,luke kennard,MEM,26,0.194,0.067,0.139,48.3,0.047,0.096,48.4,0.013,0.014,94.6,0.005,0.052,0.057,0.032,0.017,0.011,0.002,0.031,0.334,0,0,0.064,0.3,0.7,42.1,0.2,0.3,73.3,0.2,0.5,50.0,0.1,0.4,33.3,0.8,1.7,50.0,1.4,2.8,48.7,8.9,26.7,16.8,1.0,2.24,1.4,0.335,0.3,0.0,0.3,0.556,0.0,0.667
310,patrick williams,CHI,21,0.171,0.064,0.139,46.5,0.023,0.057,41.4,0.019,0.022,87.0,0.016,0.052,0.067,0.021,0.021,0.015,0.014,0.031,0.348,1,0,-0.03,1.6,2.5,61.4,0.1,0.5,26.2,0.3,0.8,40.0,0.3,0.7,41.1,0.9,2.1,46.0,0.6,1.6,35.5,10.1,38.7,19.3,1.1,1.74,0.98,0.26,0.6,0.2,1.8,0.596,0.588,0.971
311,rodney mcgruder,DET,31,0.166,0.056,0.138,40.8,0.037,0.088,42.3,0.016,0.02,81.8,0.018,0.049,0.067,0.025,0.01,0.015,0.001,0.035,0.322,0,0,-0.04,0.5,0.8,64.0,0.1,0.6,11.1,0.1,0.3,33.3,0.0,0.1,0.0,0.7,1.7,40.7,0.6,1.4,43.2,5.7,18.7,12.6,0.6,1.83,1.09,0.307,0.2,0.1,0.9,0.333,2.5,0.964
312,deni avdija,WAS,22,0.166,0.06,0.138,43.7,0.016,0.055,29.7,0.029,0.039,73.9,0.018,0.099,0.116,0.05,0.029,0.016,0.007,0.05,0.419,11,0,-0.012,2.0,3.2,63.0,0.3,0.9,32.9,0.1,0.3,23.8,0.0,0.1,0.0,0.3,1.1,30.0,0.6,2.0,29.7,9.2,44.5,21.4,2.1,2.8,2.05,0.206,0.7,0.1,1.9,0.66,0.286,0.655
313,jalen johnson,ATL,21,0.167,0.066,0.138,47.7,0.013,0.045,29.0,0.022,0.033,66.2,0.024,0.103,0.128,0.035,0.016,0.015,0.014,0.051,0.443,1,0,-0.015,1.3,2.1,64.9,0.2,0.5,42.4,0.1,0.1,44.4,0.0,0.2,23.1,0.2,0.8,28.0,0.2,0.6,32.5,5.2,21.2,8.6,0.7,2.01,0.94,0.245,0.5,0.1,1.3,0.688,0.5,0.878
314,oshae brissett,IND,24,0.173,0.054,0.137,39.0,0.022,0.069,32.2,0.043,0.06,72.1,0.028,0.068,0.096,0.018,0.014,0.015,0.005,0.034,0.362,1,0,-0.003,1.0,2.0,49.2,0.1,0.2,30.8,0.1,0.1,60.0,0.0,0.1,0.0,0.2,1.0,24.6,0.5,1.5,36.7,6.1,26.4,14.0,0.7,1.51,0.6,0.23,0.4,0.0,1.5,0.783,0.0,0.758
315,kennedy chandler,MEM,20,0.129,0.057,0.137,41.8,0.003,0.026,13.3,0.01,0.023,46.2,0.012,0.049,0.061,0.099,0.03,0.021,0.009,0.026,0.41,0,0,-0.106,0.7,1.2,53.8,0.2,0.6,38.9,0.1,0.2,40.0,0.0,0.1,50.0,0.0,0.1,0.0,0.1,0.3,18.2,2.2,17.2,6.1,1.5,5.4,4.78,0.131,0.1,0.0,0.4,1.0,0.0,0.786
316,cory joseph,DET,31,0.169,0.059,0.137,43.1,0.026,0.067,38.6,0.025,0.031,80.3,0.007,0.035,0.042,0.087,0.023,0.013,0.004,0.035,0.377,0,0,-0.035,0.6,1.0,60.3,0.3,0.8,37.0,0.2,0.5,51.9,0.2,0.4,36.0,0.3,0.8,38.6,0.7,1.9,38.9,6.6,39.1,14.2,3.3,5.03,5.16,0.169,0.1,0.0,0.2,0.333,0.0,0.714
317,terance mann,LAC,26,0.186,0.071,0.137,51.7,0.02,0.052,38.7,0.025,0.031,79.3,0.02,0.052,0.073,0.048,0.02,0.011,0.006,0.039,0.376,1,0,-0.006,2.0,2.9,68.4,0.1,0.5,28.9,0.1,0.4,37.9,0.1,0.2,58.3,0.5,1.5,34.8,0.5,1.1,43.5,8.9,37.4,18.0,2.1,3.4,2.66,0.237,0.5,0.1,1.7,0.641,1.2,0.899
318,joe harris,BKN,31,0.172,0.062,0.137,45.4,0.043,0.102,42.3,0.005,0.008,62.5,0.007,0.044,0.051,0.032,0.013,0.011,0.004,0.045,0.314,0,0,-0.011,0.6,1.0,62.0,0.1,0.2,45.5,0.0,0.1,0.0,0.1,0.2,58.3,0.9,2.0,43.3,1.1,2.6,41.2,7.6,22.0,15.9,0.5,1.44,0.76,0.345,0.3,0.0,0.5,0.842,0.0,0.947
319,ochai agbaji,UTA,22,0.171,0.06,0.136,43.8,0.032,0.086,37.4,0.02,0.025,79.3,0.018,0.031,0.048,0.023,0.014,0.006,0.006,0.039,0.284,0,0,-0.001,0.8,1.5,54.9,0.3,0.5,56.0,0.0,0.1,33.3,0.0,0.1,66.7,0.9,2.1,43.2,0.5,1.7,31.4,7.0,20.2,12.6,0.5,1.57,0.98,0.345,0.4,0.0,0.9,0.636,0.0,0.686
320,skylar mays,POR,25,0.216,0.088,0.136,64.7,0.032,0.064,50.0,0.008,0.008,100.0,0.008,0.032,0.04,0.12,0.032,0.008,0.0,0.04,0.436,0,0,-0.136,1.0,1.5,66.7,0.5,1.0,50.0,1.5,1.5,100,0.0,0.0,0.0,0.5,2.0,25.0,2.0,2.5,80.0,14.0,74.0,30.0,5.5,4.44,3.97,0.189,1.0,0.0,1.0,0.0,0.0,0.0
321,kenrich williams,OKC,28,0.167,0.07,0.136,51.7,0.02,0.053,37.3,0.007,0.015,43.6,0.038,0.064,0.102,0.041,0.013,0.018,0.005,0.044,0.408,1,0,0.029,1.8,2.6,69.3,0.2,0.4,40.9,0.2,0.5,38.5,0.2,0.4,52.6,0.5,1.3,40.8,0.5,1.3,37.1,8.0,31.2,19.2,1.0,1.87,1.22,0.257,1.1,0.3,3.5,0.644,0.267,0.811
322,quentin grimes,NYK,22,0.178,0.062,0.136,45.9,0.035,0.092,38.1,0.018,0.023,79.6,0.011,0.043,0.054,0.034,0.016,0.011,0.006,0.042,0.328,0,0,0.04,1.5,2.2,68.4,0.0,0.2,27.3,0.0,0.1,20.0,0.0,0.1,40.0,1.2,2.8,44.0,0.9,2.7,32.4,10.4,30.7,22.2,1.0,1.89,1.1,0.34,0.4,0.0,0.7,0.857,0.0,0.74
323,darius bazley,PHX,22,0.166,0.06,0.135,44.6,0.015,0.04,38.8,0.03,0.055,55.2,0.024,0.08,0.104,0.029,0.02,0.017,0.025,0.033,0.443,0,0,-0.045,1.2,2.3,50.5,0.1,0.2,25.0,0.1,0.2,55.6,0.0,0.1,0.0,0.3,0.6,50.0,0.2,0.7,29.6,5.0,22.2,10.6,0.7,2.02,1.15,0.224,0.8,0.2,1.9,0.71,0.429,0.724
324,pat connaughton,MIL,30,0.15,0.053,0.135,39.3,0.035,0.103,34.0,0.009,0.013,65.9,0.016,0.075,0.091,0.025,0.011,0.012,0.004,0.022,0.332,2,0,0.045,0.8,1.4,57.3,0.1,0.2,50.0,0.0,0.0,50.0,0.0,0.0,50.0,0.7,2.1,34.4,1.1,3.3,34.9,7.9,34.0,17.7,0.9,1.56,0.62,0.232,0.4,0.0,1.4,0.583,0.0,0.627
325,kelly olynyk,UTA,31,0.203,0.066,0.135,48.9,0.022,0.058,38.1,0.048,0.056,85.8,0.02,0.082,0.102,0.06,0.04,0.015,0.009,0.058,0.448,8,0,0.009,1.9,2.8,67.8,0.5,1.1,43.7,0.1,0.4,20.8,0.1,0.3,47.1,0.5,1.2,41.6,0.8,2.2,38.2,12.2,55.2,28.3,1.9,2.09,0.86,0.22,1.3,0.6,2.6,0.566,0.317,0.81
326,saben lee,PHX,23,0.179,0.057,0.135,42.0,0.011,0.031,35.0,0.055,0.072,76.6,0.017,0.04,0.057,0.084,0.035,0.023,0.002,0.041,0.411,0,0,-0.006,1.1,2.3,47.1,0.1,0.5,30.0,0.0,0.0,100,0.1,0.3,40.0,0.1,0.4,33.3,0.2,0.6,33.3,5.3,31.5,10.0,2.9,5.54,5.2,0.169,0.2,0.0,0.6,0.0,0.0,0.462
327,theo maledon,CHA,21,0.153,0.052,0.134,38.7,0.015,0.053,27.7,0.035,0.041,84.6,0.008,0.061,0.068,0.081,0.029,0.018,0.007,0.032,0.403,0,0,-0.1,0.8,1.4,56.9,0.3,1.0,27.5,0.3,0.7,46.2,0.1,0.1,50.0,0.2,0.3,50.0,0.4,1.6,26.6,5.9,40.9,14.7,3.0,4.39,4.23,0.143,0.1,0.0,0.3,0.0,0.0,0.615
328,garrison mathews,ATL,26,0.169,0.048,0.134,36.2,0.042,0.12,35.1,0.031,0.034,89.6,0.007,0.042,0.049,0.018,0.014,0.017,0.003,0.043,0.301,0,0,-0.049,0.1,0.3,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.4,1.1,40.7,0.7,2.2,33.0,4.6,13.8,8.8,0.3,1.37,0.42,0.333,0.1,0.0,0.1,0.0,0.0,1.167
329,miles mcbride,NYK,22,0.14,0.048,0.134,35.9,0.026,0.085,30.2,0.018,0.027,67.5,0.009,0.024,0.033,0.047,0.016,0.024,0.005,0.037,0.322,0,0,0.065,0.3,0.6,52.8,0.1,0.1,50.0,0.1,0.3,33.3,0.1,0.2,50.0,0.4,1.2,35.8,0.3,1.1,24.2,3.4,18.4,8.8,1.1,3.63,3.2,0.185,0.2,0.0,0.3,1.231,0.0,0.5
330,neemias queta,SAC,23,0.2,0.1,0.133,75.0,0.0,0.0,0.0,0.0,0.033,0.0,0.067,0.083,0.15,0.017,0.017,0.0,0.017,0.117,0.438,0,0,-0.517,1.5,2.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.8,4.3,0.2,1.32,0.26,0.387,0.8,0.0,2.0,0.667,0.0,1.25
331,grayson allen,MIL,27,0.179,0.058,0.132,44.0,0.035,0.087,40.1,0.027,0.03,90.5,0.015,0.041,0.055,0.039,0.017,0.015,0.003,0.028,0.341,0,0,0.051,1.1,1.9,59.4,0.1,0.3,29.2,0.2,0.4,41.4,0.0,0.1,0.0,0.6,1.5,43.3,1.3,3.5,38.8,10.5,35.3,23.4,1.4,2.37,1.42,0.298,0.3,0.0,1.0,0.545,0.0,0.551
332,terry taylor,CHI,23,0.146,0.064,0.131,48.5,0.01,0.037,26.3,0.01,0.013,71.4,0.044,0.033,0.077,0.019,0.017,0.006,0.01,0.048,0.297,0,0,-0.021,0.9,1.4,64.9,0.1,0.4,37.5,0.0,0.1,33.3,0.0,0.0,0.0,0.1,0.4,20.0,0.1,0.4,33.3,2.6,9.6,6.2,0.2,1.48,0.7,0.273,0.2,0.0,1.0,0.5,0.0,0.929
333,markieff morris,DAL,33,0.155,0.054,0.131,41.3,0.033,0.08,41.1,0.014,0.014,100.0,0.018,0.07,0.088,0.04,0.026,0.013,0.007,0.06,0.355,1,0,0.036,0.1,0.2,50.0,0.0,0.2,12.5,0.2,0.3,55.6,0.1,0.3,44.4,0.3,0.8,39.3,0.4,0.9,43.3,3.3,13.5,8.4,0.4,1.6,0.5,0.244,0.2,0.3,0.5,0.25,0.444,0.667
334,aaron wiggins,OKC,24,0.171,0.066,0.131,50.9,0.018,0.044,40.0,0.02,0.025,81.5,0.025,0.052,0.077,0.029,0.021,0.014,0.006,0.04,0.345,1,0,-0.002,1.7,2.8,62.3,0.2,0.6,31.6,0.0,0.1,40.0,0.0,0.0,0.0,0.3,1.0,31.8,0.3,0.7,48.9,6.6,20.6,12.9,0.7,1.93,1.29,0.318,0.5,0.0,2.1,0.412,1.0,0.869
335,vince williams jr,MEM,22,0.087,0.035,0.13,26.7,0.017,0.096,18.2,0.0,0.0,0.0,0.017,0.043,0.061,0.026,0.009,0.035,0.009,0.052,0.321,0,0,-0.217,0.2,0.4,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.2,0.6,40.0,0.9,5.3,3.3,0.1,1.27,0.48,0.172,0.0,0.0,0.5,0.0,0.0,0.8
336,corey kispert,WAS,24,0.184,0.065,0.13,50.0,0.037,0.086,43.0,0.016,0.019,86.1,0.007,0.04,0.047,0.02,0.013,0.007,0.002,0.022,0.286,0,0,-0.026,1.3,1.8,73.2,0.2,0.5,43.2,0.1,0.2,50.0,0.0,0.1,16.7,0.8,1.5,50.9,1.4,3.4,40.1,10.6,32.1,19.7,0.8,1.49,0.61,0.33,0.5,0.0,1.1,0.875,0.0,0.857
337,james johnson,IND,36,0.134,0.055,0.13,42.1,0.01,0.045,23.1,0.014,0.027,50.0,0.007,0.068,0.075,0.038,0.017,0.017,0.021,0.099,0.376,0,0,0.031,0.5,1.0,50.0,0.2,0.3,60.0,0.0,0.1,0.0,0.1,0.1,100,0.1,0.7,20.0,0.1,0.3,50.0,2.4,11.5,6.1,0.6,3.06,2.69,0.212,0.3,0.1,0.3,0.4,0.0,0.6
338,donte divincenzo,GSW,26,0.16,0.055,0.13,42.1,0.036,0.092,39.2,0.014,0.017,83.3,0.018,0.058,0.076,0.059,0.027,0.023,0.003,0.033,0.388,3,0,0.008,0.8,1.4,58.5,0.1,0.4,33.3,0.1,0.2,30.8,0.0,0.1,42.9,0.6,1.6,38.7,1.4,3.5,40.6,8.9,47.8,23.0,2.2,2.7,2.13,0.185,0.7,0.0,1.5,0.391,0.0,0.604
339,caleb martin,MIA,27,0.163,0.06,0.13,46.7,0.021,0.057,36.4,0.022,0.027,79.8,0.021,0.06,0.081,0.026,0.019,0.016,0.008,0.035,0.353,2,0,-0.012,1.6,2.6,63.0,0.2,0.6,31.6,0.2,0.3,52.2,0.2,0.4,50.0,0.8,2.2,35.4,0.7,1.7,39.8,9.8,38.8,21.8,1.6,2.47,1.58,0.253,0.7,0.1,2.3,0.864,0.0,0.643
340,paul reed,PHI,23,0.179,0.077,0.129,59.2,0.0,0.003,0.0,0.026,0.035,75.0,0.071,0.095,0.166,0.017,0.029,0.028,0.032,0.083,0.557,4,0,-0.019,1.5,2.2,67.4,0.1,0.3,30.0,0.1,0.2,33.3,0.1,0.1,60.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,13.1,7.1,0.3,1.55,0.6,0.295,0.8,0.1,3.1,0.556,0.857,0.893
341,ayo dosunmu,CHI,23,0.157,0.064,0.129,49.5,0.014,0.043,32.2,0.015,0.019,81.0,0.01,0.039,0.05,0.047,0.023,0.014,0.006,0.043,0.324,0,0,-0.023,2.3,3.5,65.2,0.2,0.5,36.8,0.2,0.4,50.0,0.1,0.3,34.6,0.4,1.4,30.2,0.3,1.0,33.8,8.7,43.6,16.8,2.5,3.45,3.15,0.198,0.2,0.0,0.7,0.875,0.0,0.98
